beauty_title,yes_relevancy,no_relevancy
basic makeup products under 500/- for beginners#maybelline #fitmefoundation #shortvideo #beginners,0.9958114624,0.004188533872
REKOMENDASI 6 WARNA TERBAGUS DARI MAYBELLINE SUPERSTAY MATTE INK | AWET SEHARIAN,0.9800329804,0.01996701397
KAY BEAUTY V/s MAYBELLINE COMPARISON | KRISHNA ROY MALLICK,0.9822644591,0.01773557626
ปากคล้ำ รอด หรือ ไม่รอด? | ลิปรุ่นใหม่ Maybelline Super Stay Matte Ink | Licktga,0.9879928827,0.01200710796
Maybelline Fit Me Foundation Review ✨🔥 #shorts 98 #youtubeshorts #azmisbeautycastle,0.9912289381,0.008771033958
Největší trend v líčení! Zkus si Y2K proměnu se Sairem  – Make-up in the City S10 E04,0.9334666133,0.06653339416
สอนวิธีเลือกสีรองพื้นง่ายๆ ให้หน้าไม่ลอย ไม่หมอง 20 เฉดสี จุกๆ ผิวสีไหนก็ปังงง | ลองให้ดู!? EP07,0.2194560766,0.7805439234
Dolly朵莉兒//MAYBELLINE超持久霧感液態唇膏 莓果系 全新五色試色分享/男友竟然最愛淡色系？,0.1978048235,0.8021951914
"MAYBELLINE SKY HIGH MASKARA X LASH SENSATIONAL||ÜRÜN KARŞILAŞTIRMASI, İLK İZLENİM, DETAYLI İNCELEME",0.9941695929,0.005830434151
*NEU 😱MAYBELLINE  4in1 PERFECTOR I BYEBYE GROßE POREN UND ÖLIGE HAUT SOFORTIGER INSTAFILTER EFFEKT,0.1840079874,0.8159919977
КОСМЕТИКА Maybelline 👅,0.980224371,0.01977565512
CHRISTMAS MAKEUP BAG SWAP CHALLENGE ft @i Mikri Ollandeza  & @FOSBLOQUE | Maybelline NY Greece,0.9974888563,0.002511184197
MAYBELLINE ONE BRAND MAKEUP TUTORIAL 💫🤎 #shorts #makeuptutorial #nudemakeup #ashortaday #maybelline,0.9551451206,0.04485481232
TOP 3 MAYBELLINE SUPER STAY MATTE INK UNTUK LEBARAN COCOK DI SEMUA WARNA BAJU TAHAN LAMA! Anis,0.9207159281,0.07928408682
Získej pevnou ruku u malování linek - Make-up in the City S09 E02,0.1017900184,0.8982100487
"MY MOST FULL COVERAGE MAKEUP | JUVIA'S PLACE, MAYBELLINE, ACE BEAUTE AND MORE | Janelle Veronica",0.9974811673,0.002518897643
PROVO IL NUOVO FONDOTINTA MATTE MAYBELLINE 4 IN 1,0.8446626067,0.1553374082
PROBANDO LA COLOSSAL INDESTRUCTIBLE de MAYBELLINE {REVISIÓN},0.7656520009,0.2343479842
My everyday makeup แต่งหน้าคลีนๆด้วยเครื่องสำอางจาก maybelline ราคาประหยัด🤍,0.9996587038,0.0003412735823
Fond de teint : Maybelline Superstay 24h || تجربتي مع فاونديشن سوبرستاي من مايبيلين يستحق التجربة ؟,0.07674452662,0.9232555032
"YENİ ÜRÜNLERLE MAKYAJ (MAYBELLINE, LOVELY, ROMAND)",0.9773101807,0.02268983051
Sevdiğim Markalarla Makyaj / Maybelline,0.976401031,0.02359897643
Jak na svůdný pohled s řasenkou Total Temptation I Maybelline Make-up in the City S02 E01,0.9678637981,0.03213623911
Maybelline Lipstick Colour Collection | Maybelline Makeup Haul 2022 #ukfashion #maybelline #shorts,0.999896884,0.0001031280772
"Maybelline new York color sensational creamy matte lipstick, 507 Almond pink #lipstick",0.9983337522,0.001666315831
Tek Marka Makyaj; Maybelline | Bu Nasıl Bir Aydınlatıcı!? 🤯,0.1943044662,0.8056955338
*NEW* MAYBELLINE MASTER FLUSH STICK | DRUGSTORE | KOLKATA | INDIA,0.9929990768,0.007000960875
Mascara Battle! Maybelline colossal Curl bounce v/s Maybelline Lash Sensational Sky High #shorts,0.9984217882,0.001578250085
แต่งหน้าเซลฟี่ไม่ต้องง้อฟิลเตอร์ ใช้แบรนด์ Maybelline ทั้งหมด!! | Soundtiss,0.9257598519,0.07424017042
"Тушь, которая разорвала ТикТок / Maybelline New York Sky High Mascara!",0.9958598018,0.004140199628
Maybelline New York Lifter Gloss,0.9740477204,0.02595225722
Maybelline colossal mascara review vs L'OREAL voluminous mascara #makeup #tutorial #styleover30,0.9994122982,0.0005876731593
CHAT MAKEUP: Maybelline Fit Me Luminous & Smooth i masa nowości!,0.9993347526,0.0006652285228
Best brown nude lipsticks from maybelline,0.996978879,0.003021183657
"Maybelline new york super stay matte ink , liquid lipstick / Nude lipstick | Mr Mrs Gharial",0.9982978702,0.001702128327
Volbeat - Maybellene I Hofteholder (official Video),3.61E-08,1
OMBRE LIPS UNTUK BIBIR GELAP 😍 | MAYBELLINE SUPERSTAY MATTE INK CANTIK SEMUA 😭 | Maria Soelisty,0.9936431646,0.006356799044
MAYBELLINE CITY BRONZER REVIEW! DARKEST SHADE 300 DEEP!,0.9981180429,0.001882019453
Maybelline Tattoo Brow Easy Peel Off Tint in Dark Brown,0.9911783338,0.008821613155
✨FIRST IMPRESSIONS ON MAYBELLINE FACE STUDIO CHROME EXTREME HIGHLIGHTER - DIAMOND GLOW,0.9942480326,0.00575193949
TESTUJĘ MAYBELLINE Ultimatte Slim! 💄 CZY SĄ TRWAŁE?,0.8052617311,0.194738239
"ЛУЧШЕЕ Косметика Maybelline ♥️ Что купить у мейбеллин? Тон, туши, консилеры, подводки ♥️ Suzi Sky",0.8833737373,0.1166262329
#Maybelline😍New York 😲🔥Lash Sensational 🔥✨ Waterproof Mascara✨#SHORTS2022#youtubeshort 2022,0.9586620331,0.0413380377
Instagram sminkkihívás | Maybelline Make-up in the City S04 E08,0.9890050292,0.0109950183
ТЕСТ-ДРАЙВ💋МАТОВЫЕ ПОМАДЫ MAYBELLINE SUPER STAY MATTE INK💋КОНКУРС,0.9857052565,0.01429473422
NUEVA MÁSCARA DE PESTAÑAS De Maybelline ¿Efecto lifting!?😳  | Carel Quezada,0.8884941936,0.1115058139
[ลองของ] แป้งผสมรองพื้น Maybelline Fit Me อื้อหือออ เนียนขนาดนี้เลยหรอคะ Knack Chira,0.9952808022,0.004719152581
Maybelline x ITZY กับเมคอัพสุดติดทนจากเมย์เบลลีน,0.9689540267,0.03104599752
*NEW* Maybelline New York Color Sensational Satin Lipstick : Swatches & Review,0.998980701,0.001019314863
Der schönste Cream Blush ever? | Maybelline Neuheiten 2021 im Test,0.9529010653,0.04709899798
Fit Me - Tự Tin Là Chính Tôi | Hòa Minzy x Maybelline Vietnam | Official Music Video,0.04077973217,0.9592202902
MAYBELLINE SKY HIGH PROBÉ EL RIMEL VIRAL DE TIK TOK ¿REALMENTE ES TAN BUENO COMO DICEN ?,0.256313771,0.7436861992
"BATTLE 4 PRIMER HITS, WARDAH EMINA PIXY MAYBELLINE + UJI KETAHANAN . PALING AWET ?",0.995914638,0.004085331224
"NEW MAYBELLINE FIT ME POWDER FOUNDATION REVIEW, DEMO",0.997954011,0.002045984846
Réalise un contouring facile avec AMANDINE 👩‍🎨💜 | HOW TO GET | Maybelline New York FR,0.9842733145,0.01572668552
Do “Clean” Mascaras Work On Straight Asian Lashes? Maybelline Mega Mousse vs. Covergirl Lash Blast,0.999542594,0.0004574888444
Best Affordale Maybelline  eye shadow palette..,0.9994235039,0.0005765625974
MAYBELLINE SuperStay Vinyl Ink ลิปเนื้อไวนิล ฉ่ำวาว ไม่ไหล ไม่เขยื้อน มันขนาดนั้นเลยนะ | ขอลองก่อนนะ,0.7169662714,0.2830336988
Maybelline SuperStay Vinyl Ink Lipsticks,0.9962123632,0.003787623253
MAYBELLINE MAKEUP HAUL FROM SUPERDRUG 2022 | MAYBELLINE LIPSTICK COLOUR / SUPERDRUG BEAUTY SECTION,0.9997083545,0.0002916524536
Volbeat - Maybellene I Hofteholder (lyrics),2.64E-08,1
Maybelline Superstay TOP 5 Lipsticks,0.9988308549,0.001169129275
Maybellene I Hofteholder - Volbeat - Live From Beyond Hell Above Heaven,5.11E-08,1
Sky high mascara by maybelline,0.9938031435,0.006196803413
Maybelline New york Lifter Gloss - Topaz unboxing-  #shorts,0.93816185,0.06183809042
[CF] Curley Gao x Maybelline New York,0.9907700419,0.009229972959
開架最強遮瑕🎉小資女無瑕妝容💟口碑No.1遮瑕膏 ft.鴨鴨彩妝Ya Ya Makeup Lab,0.9981973767,0.001802674728
Maybelline City Bronzer #maybelline #bronzer,0.9991819263,0.0008181051235
MAYBELLINE Only✨ #shorts #makeup #makeuptutorial #maybelline #makeuptherapy #onebrandmakeuptutorial,0.9794840813,0.02051599137
Lash Sensational Sky High Mascara - Now In India | Maybelline New York | English,0.9810964465,0.01890362613
Maybelline Color Sensational Lipstick - 015 Born with it,0.9976292253,0.002370796399
Maybelline fit me Powder Compact | 310 - Sun Beige | waysheblushes,0.9843830466,0.0156170046
لوس باودر ميبيلين فيت مي - Maybelline fit me,0.9732807875,0.02671918646
"Maybelline Lipstick ""Pink my red"" #shorts",0.9960087538,0.003991170786
"Maybelline New York Matte Lipstick, ntense Colour, Moisturised Lips, Color Sensational Creamy Matte",0.9984509945,0.001549008884
Concealer maybelline,0.9939785004,0.006021521054
#encollaborationavec Crashtest SuperStay Matte Ink @Maybelline New York France  vs Jelly Stick !! #,0.9366084337,0.06339155138
Maybelline fit me compact powder#✨😍❤😍✨#maybelline#compactpowder#compact#youtubeshorts#youtube#viral,0.9781621695,0.0218378026
Tiktok Hit makeup ✨ Nouveau Blush Cheek Heat gel de @Maybelline New York France #makeup #crashtest,0.9998871088,0.0001128702206
Maybellene I Hofteholder - Volbeat Live @ Hurricane Festival 2014,3.28E-05,0.9999672174
Maybelline Color Sensational Lipstick - 235 Warm me up,0.9956800938,0.004319910891
Maybelline New York Insta Weddings Mystical Weddings Combo Pack Of 3#shorts #maybellinereview,0.4794340134,0.5205660462
Bản dupe của Maybelline 1299 ❤️      beauty  _huonggiang2408__ #Shorts,0.8485695124,0.1514304578
Maybelline New York Colossal Mascara #shorts,0.9985968471,0.001403183094
Top 5 loose powder 💚          #shorts #explore #youtubeshorts #loosepowder #maybelline #sugar,0.7738019824,0.2261980325
3 best daily use lipsticks #makeup #ytshorts #lipstick #colorpop #maybelline #beauty,0.999920249,7.97E-05
#makeup  #maybelline  #essencecosmetics  #physiciansformula  #patmcgrath,0.9917510152,0.008248937316
Maybelline lipstick 💄💄#youtubeshorts #shorts #gulki,0.9940692186,0.005930796266
nude lipstick/dailyuse/maybelline sensation💄,0.9951955676,0.004804375581
Maybelline Superstay Matte Ink Liquid Lipstick 5 mL - 16HR Long Lasting Waterproof Lip Make Up,0.9980480671,0.00195198867
#shorts #youtubeindia #makeup #shortsvideo #makeuptutorial #marscosmetics #maybelline 💞,0.9720321298,0.02796785161
#foundation#fitme#maybelline#mattefoundation#liquidfoundation#bestfoundation#,0.8802673221,0.1197326779
Imported Concealer MAYBELLINE #shorts,0.9930101037,0.006989890244
#youtubeshorts#shorts#beauty#makeuplover#maybelline#lipstick,0.9909098744,0.009090125561
#loreal.connect. east and#lorealbeutycrew #maybelline,0.9055634141,0.09443654865
#maybelline lipstick 💄#cosmetic #makeup #shorts🥰🥰,0.9889836907,0.01101629715
✨TOP 3✨ #fyp #shorts #lipstick #makeuplover #maybelline #facescanada #loreal #lipshades,0.9939975739,0.006002457812
Best Bridal red lipstick in Maybelline range #affordablelipstick #kissproof,0.9936674237,0.006332545076
Volbeat - Maybellene I Hofteholder (Live Outlaw Gentlemen & Shady Ladies Tour Edition),3.08E-10,1
Maybelline New York lipstick combo pack of 2/ Amazon discount Price offer. #shorts,0.9946619868,0.005338053219
flawless base using 3 products #concealer #foundation #compactpowder #maybelline #makeuptutorial,0.9946359992,0.005363947246
Best Maybelline Makeup #shorts #shortsvideo,0.9893631339,0.01063690335
Maybelline Sky High Mascara,0.9971951246,0.002804841148
Flawless base makeup using 3 products #maybelline #concealer #foundation #compactpowder #makeup#haul,0.9998062253,0.0001938002824
Maybelline lipstick 💄💄#lipstick #lipcolors #shorts #gulki,0.9967541099,0.003245894331
Maybelline Lifter Gloss,0.9945425987,0.005457361694
#youtubeshorts#shorts#beauty#makeuplover#maybelline#makeup,0.9966842532,0.003315757029
NYOBAIN ‼️LIP TINT MAYBELLINE YANG VIRAL #short #shorts #skincare #makeup,0.9982925057,0.001707531745
Maybelline New York Colossal Kajal #shorts #youtubeshorts #ytshorts,0.9105778337,0.08942219615
Maybelline Fit Me Matte + poreless Foundation and powder || shade 128 warm nude review,0.9988991022,0.001100881491
Maybelline monsoon makeup #makeup #trending #365days365vlogs #shorts #makeupindia #youtube #explore,0.9970237613,0.0029762052
Finishing Touch Flawless Brows Eyebrow #Maybelline New York Sky High Waterproof #Wet Brush Original,0.9943987727,0.005601158366
maybelline.india fitme foundation/kyabeauty.india foundation/bobbiebrown.india#maybelline#kyabeauty#,0.9874535203,0.01254651602
Maybelline superstay ink matte lipsticks swatches on bare skin in tamil | Maybelline lipsticks,0.9990020394,0.0009979716269
#Fit me #maybelline #mask coréen #flormar,0.7841935158,0.215806514
#maybelline #india #mayblineliplifter #unboxing #trending #shorts #shortsyoutube #vlogs #selene,0.7189362645,0.2810637355
Toi aussi adopte l’huile sèche teintée de chez @Maybelline New York France elle est disponible sur,0.001137929037,0.9988620281
look simple #algerie #france #bejaia #makeup #maybelline #look #tutomakeup #arabic #india,0.9915370941,0.008462967351
#fyp #shorts #shortsfeed #foundation #makeup #shorts #maybelline,0.9865152836,0.01348472014
Bridesmaid Look created With Maybelline Products ❤️,0.9977349043,0.0022650545
Review Masakara Maybelline Hypercurl Waterproof,0.9964475632,0.003552429611
Maybelline Fit Me Compact Review..Shade 230 for Nc 42.... Best for Oily Face,0.9996595383,0.0003404187737
Too Faced VS Maybelline mascara battle!,0.983258605,0.01674133353
"PRIMERAS IMPRESIONES: W7, MAYBELLINE...|EL TOCADOR DE JEZA",0.9394800663,0.06051996723
Hania Amir makupe tutorial with Maybelline (fit me) products,0.9278288484,0.07217122614
La Maybellina,0.0122148674,0.9877851009
Recenzija Maybelline 24h superstay puder- Aleksandra ASMR -  ASMR Balkan - šaptanje - tapkanje,6.27E-05,0.9999372959
LA MAYBELLINA - CHUNY GONZÁLEZ,0.3213865459,0.6786134243
How To Apply Radiant Creamy Color Corrector | NARS,0.9976274371,0.002372554038
How To Find The Right NARS Concealer Shade | NARS,0.9980611205,0.001938919188
Newest Nars Skincare Foundation… Not What I Expected,0.987721622,0.01227833983
NEW! NARS RADIANT LONGWEAR FOUNDATION (First Impression Review & Demo) Medium Dark skintone ARUBA,0.9993726611,0.0006273844629
NARS POWERMATTE LIP PIGMENT | AMERICAN WOMAN &more...DEMO and SWATCHES,0.9968858361,0.003114207648
BRAND NEW | NARS NATURAL RADIANT LONGWEAR 16 HR FOUNDATION | WEAR TEST,0.9995794892,0.0004204819852
NARS Radiant Creamy Concealer Shades 2021 | NARS Concealer | MQ Makeup Queen,0.9991396666,0.0008603619062
NARS How To: Heat of The Night Collection Face Palette,0.9982175231,0.001782500069
*NEW* NARS LAGUNA COLLECTION FULL REVIEW SUMMER 2020 | Maryam Maquillage,0.9996219873,0.0003779393446
"NEW NARS Single Eyeshadows Reformulated + Repackaged | Tutorial, Swatches + Easy Depotting!",0.9986453652,0.001354585984
Review + Swatches NARS RADIANT CREAMY CONCEALERS,0.9979083538,0.002091683447
NARS BLUSH REVIEW | Worth the Hype?,0.9983691573,0.001630846877
NEW FAVORITE?! WOW!!! NARS RADIANT CREAMY LIQUID COLOR CORRECTOR | REVIEW AND WEAR TEST!,0.999366343,0.0006336458027
How to Apply Foundation the NARS Way - No Brushes or Sponges | NARS,0.9961973429,0.003802655032
New NARS Orgasm Collection: First Impressions & Review | Susan Yara,0.9926155806,0.007384396624
NARS Radiant Creamy Concealer vs Maybelline Instant Age Rewind (REVIEW + WEAR TEST),0.9982247949,0.001775159151
First Impression Review ⋆ NARS Pure Radiant Tinted Moisturizer,0.9990954399,0.0009046139894
Where I Learned Most of My Makeup Skills | NARS One Brand Tutorial | Melissa Alatorre,0.9980728626,0.001927171252
FULL SWATCH + APPLICATION | REVIEW of the NARS LIQUID BLUSHES,0.9990141392,0.0009858207777
"The Best Tinted Moisturizers with SPF! My Favorites from NARS, Shiseido, & More | Susan Yara",0.9977253079,0.002274660394
FULL FACE OF NARS | FJÄRDE ADVENT,0.9977976084,0.002202369971
"New NARS Orgasm On The Beach Cheek Palette | Swatches, Application Demo + Review",0.997676909,0.002323106164
NARS Soft Matte Complete Foundation Review in Barcelona |  Medium Indian Skin Tones,0.9919832349,0.00801681634
Naked beat X NARS IMPORTANT DETAILED TIPS 🔥,0.996652782,0.003347198945
NARS SUMMER UNRATED EYESHADOW PALETTE REVIEW & SWATCHES  Nars Summer 2022 Collection,0.9999088049,9.12E-05
*NEW* NARS CLIMAX WATERPROOF LIQUID EYELINER REVIEW + ALL DAY WEAR TEST | MagdalineJanet,0.9318688512,0.06813118607
NARS Radiant Creamy Concealer Review - Light 2 Vanilla,0.9979350567,0.002064927714
"NEW SHADES! | NARS, POWERMATTE LIP PIGMENT, DRAGON GIRL and BAD GUY",0.9994387031,0.0005612978712
NEW NARS AFTERGLOW LIP BALMS!!!! REVIEW & SWATCHES,0.9982136488,0.001786352717
Soft Matte Complete Concealer Makeup Tutorial | NARS,0.9985024929,0.00149751443
**NEW** NARS Light Reflecting Foundation REVIEW + WEAR TEST | Karen Hernandez,0.9963054657,0.003694601124
Best & Worst: NARS | Fleur De Force,0.9463306665,0.05366934463
BUY OR BYE? A Look At The NARS ORGASM Mini Set,0.9968180656,0.003181889188
Nars Sheer Glow vs Giorgio Armani Luminous Silk: Battle of Foundations | Ysis Lorenna,0.9006375074,0.09936245531
NEW NARS PowerChrome Loose Eye Pigments | Swatches + Tutorial,0.9989626408,0.001037301961
NARS LIPSTICK IN RAW SEDUCTION SWATCH & REVIEW,0.9957465529,0.004253502935
Turn the volume all the way up. #NationalOrgasmMonth starts now.,0.7109748721,0.2890250385
Nars Soft Matte Foundation | Iguacu OR New Caledonia???,0.9971984625,0.002801494207
Nars Extreme Effects Eyeshadow Palette Review & 5 Looks! | Patty,0.9994478822,0.0005520856357
YOU ASKED FOR THIS! 2 DAY REVEIW NARS SOFT MATTE COMPLETE CONCEALER *dry undereyes* | MagdalineJanet,0.9962067604,0.003793179523
Long Wearing?! NEW NARS RADIANT LONGWEAR FOUNDATION REVIEW/WEAR TEST| Taisha,0.999502182,0.0004977530916
"New! Nars Summer Unrated Blush /Bronzer Duo + Orgasm Dry Body Oil | Review, Swatches + Demo",0.9991864562,0.0008135907119
Nars Soft Matte Complete Concealer VS Nars Radiant Creamy Concealer || Wear Test & Review,0.9987591505,0.001240872778
Live Finger & Brush Swatches | NARS Summer Unrated Palette,0.9986226559,0.001377340988
Shades of NARS Sheer Glow Foundation for All Skin Tones 2022,0.9983190894,0.001680848072
NARS RADIANT CREAMY COLOR CORRECTOR REVIEW!,0.9990746975,0.0009252340533
NEW NARS VS NEW MAKEUP FOREVER FOUNDATION? WHICH IS BETTER... | MYESHA POLNETT,0.9998132586,0.0001867658139
New NARS BRONZER Collection!,0.9994524121,0.0005476259394
NARS vs LAURA MERCIER (BATTLE OF THE TINTED MOISTURIZERS),0.9912040234,0.008796039037
Nars Light Reflecting Foundation VS. Nars Sheer Glow Foundation,0.9927864671,0.007213540375
FIRST IMPRESSION 💟😱 Nars Natural Radiant Longwear Foundation,0.9977077246,0.002292259131
NARS Voyageur Palettes | Swatches of all 4 Palettes + Tutorial,0.9914462566,0.008553731255
Everyday and Evening Eyeshadow Looks Makeup Tutorial with Jake Broullard | NARS,0.9987967014,0.00120331638
NARS LIGHT REFLECTING FOUNDATION | Dry Skin Review & Wear Test,0.9987246394,0.001275332877
Nars Light Reflecting Foundation Try On ( warm undertone nc35),0.9973273277,0.002672642237
Nars - Vasara [VI],0.9206169248,0.07938310504
NARS How To: Bronzing Powder,0.989552319,0.01044769399
NARS How To: Pure Radiant Tinted Moisturizer,0.9981168509,0.001883114106
What's The Actual Difference? Tarte Shape Tape Concealer vs. NARS Creamy Concealer,0.9624170661,0.0375829488
"NARS Air Matte Lip Colors 6 NEW Shades | Lip Swatches, Transfer Test + My Review",0.9997391105,0.0002609018702
OKAYYY NARS! Light Reflecting Skincare Foundation Review + Wear Test + Foundation Swatches & Match,0.9991546869,0.0008452791953
NARS LIGHT REFLECTING FOUNDATION REVIEW | over 40 | dry skin,0.9978010058,0.002198945032
NARS Light Reflecting Foundation Review! Does it Oxidize?!,0.9997425675,0.0002574734099
NEW NARS SOFT MATTE FOUNDATION REVIEW & TEST | AnchalMUA,0.9993864298,0.0006135479198
Orgasm Liquid Blush Makeup Tutorial | NARS,0.9908366203,0.009163400158
NARS COSMETICS 2022 Summer Unrated Collection! New Makeup Release!,0.9997802377,0.0002198229922
NARS MAKEUP,0.9981497526,0.001850273577
Luis Torres Soft Matte Collection by Nars,0.9926965237,0.007303532213
NARS SUMMER UNRATED PALETTE REVIEW + 3 LOOKS!,0.9993895292,0.0006104029017
全新Nars light reflecting foundation | 对比shear glow | 橄榄皮试色,0.987459898,0.01254014391
TRYING MY HIGH SCHOOL LIPSTICKS!,0.9988879561,0.001112060039
NARS 'Laguna' Bronzer REVIEW + Same as Benefit 'Hoola'?,0.9985880256,0.001411925419
NARS Soft Matte Tinted Lip Balm Review,0.9996302128,0.0003698095679
Nars Light Reflecting VS Natural Radiant Long Wearing Foundation! Are They Similar?? Wear Test!!!!!,0.9879531264,0.01204685401
Cream Bronzer Showdown!! NEW Nars Laguna Bronzing Cream vs Rose Inc Solar Infusion Cream Bronzer ☀️,0.8669937849,0.1330062002
【ツヤ肌好き必見🔥】コレはすごい！NARSの限定パウダーがつやつや肌に仕上がる・・！！ほかNARSで買うべきおすすめコスメも💄,0.009582134895,0.9904178977
NARS Sheer Glow Foundation | Punjab,0.998071909,0.001928120735
"THE ""NEW"" 👀NARS PURE RADIANT TINTED MOISTURIZER | WEAR TEST & REVIEW (WOW! WAS NOT EXPECTING THIS!)",0.9992160797,0.0007838445599
NARS PURE RADIANT TINTED MOISTURIZER SPF 30 | MATURE SKIN | NEW SHADES,0.9980621934,0.001937810215
NARS How To: Velvet Matte Stick Foundation,0.9991822839,0.0008177048876
NARS light reflecting foundation review | i'm distressed,0.9952770472,0.004722921643
Why I'll NEVER Buy Nars Again!!| How Cosmetic Companies Work + Nars Animal Testing + Dupes,0.7330082059,0.2669918537
JUST SWATCHES | Nars Radiant Longwear Foundation Shades + Undertones | girlgetglamorous,0.9975188971,0.002481123433
New Nars Foundation/Remembering Suzy,0.8594758511,0.1405241489
NARS HOLIDAY COLLECTION 2021 SWATCHES & REVIEW UNWRAPPED COLLECTION,0.9996765852,0.0003233930038
BEST FOUNDATION FOR OILY SKIN? [Nars Soft Matte Foundation + Concealer Review],0.999781549,0.0002184214827
NEW! NARS Light Reflecting Foundation in Yukon (😏),0.9995038509,0.0004961788072
【NARS パウダー】発売前から話題沸騰！ナーズ　ライトリフレクティング　プリズマティックパウダー　通常のリフ粉とはどう違う？ジバンシイのパウダーと似てる？徹底比較！【ナーズ　限定パウダー】,0.4520009458,0.5479990244
NEW NARS LAGUNA 03 CREAM BRONZER vs CHARLOTTE TILBURY CREAM BRONZER in Medium | Comparisons as Well!,0.7815324068,0.2184675187
NARS Light Reflecting Foundation | MANAUS,0.9978517294,0.002148324624
Charlotte Tilbury Beautiful Skin Foundation vs. NARS Light Reflecting Foundation,0.9984542131,0.001545745181
NARS MAY HAVE GIVEN US THEIR BEST FOUNDATION YET... | NARS SOFT MATTE FOUNDATION | Andrea Renee,0.9966614246,0.003338586772
Неужели мы нашли самый качественный бренд? || Косметика NARS,0.2665021122,0.7334979177
4-Step Natural Complexion Tutorial Using Light Reflecting Loose Setting Powder | NARS,0.9939779043,0.006022063084
NARS How To: Bord De Plage,0.9841561913,0.0158438161
"*NEW* NARS LIGHT REFLECTING FOUNDATION FIRST IMPRESSIONS, DEMO & WEAR TEST!",0.9986482263,0.001351797255
NARS How To: Skin Deep Palette,0.9964556694,0.003544392763
Enhance Skin’s Natural Glow with NARS Highlighting Powder | NARS,0.9983149767,0.001684986637
NARS HIGH PROFILE CHEEK PALETTE // Holiday 2021 Collection,0.9954582453,0.004541793838
NARS How To: Super Radiant Booster,0.9973645806,0.002635460347
Full Face of FENTY & NARS! (new and OG products!),0.9986390471,0.001360889175
NARS Velvet Matte Lip Pencil Swatches on Brown Skin,0.9979352951,0.002064689994
The difference between The new Nars laguna Matte and the old Nars Laguna,0.3551135659,0.6448864341
NARS How To: Sheer Glow Foundation,0.9988068342,0.00119318848
Bronzing Powder Makeup Tutorial with Vincent Ford | NARS,0.9945883751,0.00541161513
【春メイク】NARS縛りでフルメイクしたらめっちゃ盛れました💄✨,0.2076563239,0.7923437357
*NEW BUT IS IT GOOD?* NARS LIGHT REFLECTING FOUNDATION REVIEW + WEAR TEST | Maryam Maquillage,0.9989187717,0.001081246533
*NEW* NARS LIGHT REFLECTING FOUNDATION vs SHEER GLOW FOUNDATION | NEW Light Reflecting Powder!,0.9975946546,0.002405322157
Natural Radiant Longwear Foundation Makeup Tutorial | NARS,0.9995688796,0.0004311473167
New Nars foundation UPDATE,0.97584337,0.02415668406
(swatch & review) 10 màu son đáng mua nhất của nars!! muốn mua son highend hãy xem 😎 + eng cc,0.9944232106,0.005576820113
Nars - Vai kodėl,0.1673008651,0.8326991796
NARS Spring 2018 Color Collection | Swatches + Demo,0.9947054982,0.005294461269
NARS LIGHT REFLECTING FOUNDATION & POWDER REVIEW,0.9932645559,0.006735428236
NEW! NARS Air Matte Cream Blush Review! Best Cream Blush?,0.9997697473,0.0002302870562
NARS Powermatte Lip Pigment / Medium Tan Skin / #makeupshorts #nars #lipstickswatches,0.9964365959,0.003563367296
NARS Soft Matte Complete Concealer Vs Radiant Creamy Concealer! | Jackie Aina,0.9982271791,0.001772860647
NARS EUPHORIA FACE PALETTE!,0.9966614246,0.003338546958
【NARS大白餅&五花肉粉餅】超測評！乾皮粉餅剛需！自然服帖有光澤，乾皮閉眼入！流光美肌立刻有~  |大超飛一會,0.006924241781,0.9930757284
Climax Eyshadow Palette Nars | Querida Pele,0.8954277635,0.1045722067
NARS IS GIVING US A MATTE FOUNDATION? | COCOA SWATCHES,0.9984480143,0.001551992726
ONE BRAND MAKEUP || NARS,0.9950043559,0.004995643627
8 Productos Top Nars | Que comprar???,0.9127267599,0.08727321029
NARS LIGHT REFLECTING FOUNDATION & POWDERS + ANNOUNCING GIVEAWAY WINNER!,0.9974276423,0.002572392114
Easy Simple Glam w/ Nars || Nyma Tang,0.9995837808,0.0004162632686
Get An Iconic Glow with The NARS Sheer Glow Foundation | NARS,0.997023046,0.002976958174
Nars - Issiskyrimas,0.9355663657,0.06443358213
How to Apply Full-Coverage Natural-Looking Soft Matte Complete Foundation | NARS,0.998459816,0.001540162251
How to Apply Bronzing Powder Tutorial with Makeup Artist James Kaliardos | NARS,0.9982361794,0.001763760112
"Concealer Showdown! Ilia Concealer, Hourglass Vanish Concealer, NARS Soft Matte Concealer & More",0.977434516,0.02256543376
Nars Lipstick Rosecliff #nars #rosecliff #lipstick,0.9931740165,0.006825938821
Find Your Perfect Foundation Shade - Powered by Matchmaker and Foundation Finder | NARS,0.9943233728,0.005676592235
1 week 1 palette - NARS Afterglow Eyeshadow Palette,0.9921514988,0.007848563604
TOP 10 FAVOURITE NARS PRODUCTS | Emma Swann,0.986620903,0.01337910257
滿滿新品！吐槽姐夫！CHIT CHAT GRWM 😍 ｜NARS小白餅及限量幻彩餅對照、發現SUQQU純撫子平替？!、Dior新款專業後台雙用遮瑕乳、超美的純慾系唇彩、 MAC口袋雙色修容打亮盤,0.6086922884,0.3913077414
NARS LIGHT REFLECTING FOUNDATION REVIEW + 8HR WEAR TEST,0.9948136806,0.005186289083
